Plant_ID,name,lat,lon
8000,Beatrice,40.33014,-96.80873
8002,Newington,43.09956,-70.79118
8006,Roseton Generating Facility,41.57128,-73.97451
8011,Three Mile Island,40.15387,-76.72515
8023,Columbia (WI),43.48610,-89.41976
8031,Emery Station,43.09436,-93.29319
8036,Cooper Nuclear Station,40.36245,-95.64160
8042,Belews Creek,36.28173,-80.05937
8048,Anclote,28.18412,-82.78814
8054,Gerald Andrus,33.35020,-91.11860
8055,Arkansas Nuclear One,35.31010,-93.23167
8056,Waterford 1 & 2,29.99887,-90.47690
8059,Comanche (OK),34.54355,-98.32478
8066,Jim Bridger,41.73728,-108.78693
8068,Santan,33.33342,-111.75171
8069,Huntington,39.37921,-111.07948
8073,Beaver,46.17391,-123.17442
8102,General James M Gavin,38.93543,-82.11747
8219,Ray D Nixon,38.63350,-104.70626
8222,Coyote,47.22183,-101.81589
8223,Springerville,34.31788,-109.16436
8224,North Valmy,40.88070,-117.15268
8226,Cheswick Power Plant,40.53824,-79.79002
8906,Astoria Generating Station,40.78744,-73.91291
8907,Indian Point 3,41.26906,-73.95302
10003,Colorado Energy Nations Company,39.76056,-105.21500
10012,Covanta Warren Energy,40.82044,-75.01122
10013,Covanta Hennepin Energy,44.98329,-93.28029
10030,NRG Energy Center Dover,39.15011,-75.54545
10034,Gilroy Power Plant,37.00041,-121.53683
10043,Logan Generating Company LP,39.79238,-75.40717
10052,Fairhaven Power,40.79975,-124.20299
10062,Miami Dade County Resource Recovery Fac,25.83640,-80.35696
10071,Portsmouth Genco LLC,36.87020,-76.35235
10075,Taconite Harbor Energy Center,47.53091,-90.91138
10090,Commerce Refuse To Energy,33.99495,-118.15402
10099,Pedricktown Cogeneration Company LP,39.76477,-75.42253
10113,John B Rich Memorial Power Station,40.79028,-76.19833
10118,Harrisburg Facility,40.24421,-76.85396
10143,Colver Power Project,40.55092,-78.80230
10148,White Pine Electric Power,46.76408,-89.56766
10151,Grant Town Power Plant,39.56200,-80.16293
10156,Fresno Cogen Partners,36.61693,-120.09948
10168,Cardinal Cogen,37.42985,-122.17628
10169,Carson Cogeneration,33.87593,-118.24933
10190,Castleton Energy Center,42.53956,-73.74531
10250,Bay County Waste to Energy,30.26568,-85.52104
10290,Bridgewater Power LP,43.71628,-71.65937
10294,King City Power Plant,36.22534,-121.12762
10300,Desert View Power,33.58634,-116.08788
10333,Florida Power Development,28.58194,-82.43111
10342,Foster Wheeler Martinez,38.02444,-122.05889
10343,Foster Wheeler Mt Carmel Cogen,40.80917,-76.45389
10346,Hillman Power LLC,45.06876,-83.89312
10350,Greenleaf 1 Power Plant,39.05254,-121.69600
10354,ReEnergy Livermore Falls,44.43167,-70.16214
10356,ReEnergy Ashland,46.63534,-68.43497
10377,James River Genco LLC,37.29364,-77.27009
10378,CPI USA NC Southport,33.94441,-78.01155
10379,CPI USA NC Roxboro,36.43532,-78.96074
10382,Lumberton,34.59000,-78.99680
10384,Edgecombe Genco LLC,36.03705,-77.75301
10395,GRS Coyote Canyon,33.61293,-117.82183
10405,Kingsburg Cogen,36.53972,-119.57944
10435,Camden Resource Recovery Facility,39.90943,-75.11611
10464,ReEnergy Black River,44.03654,-75.77145
10495,Rumford Cogeneration,44.55175,-70.54110
10503,Wheelabrator Hudson Falls,43.30546,-73.59174
10525,Craven County Wood Energy LP,35.12861,-77.16908
10566,Chambers Cogeneration LP,39.69429,-75.48543
10567,Algonquin Windsor Locks,41.92365,-72.62581
10593,Agrilectric Power Partners Ltd,30.20006,-93.12706
10603,Ebensburg Power,40.45459,-78.74782
10617,CH Resources Beaver Falls,43.88630,-75.43296
10620,Carthage Energy LLC,43.98532,-75.62260
10621,CH Resources Syracuse,43.06677,-76.22442
10629,Wheelabrator Baltimore Refuse,39.27050,-76.62982
10633,Hopewell Cogeneration,37.29800,-77.28772
10641,Cambria Cogen,40.47459,-78.70221
10642,Covanta Hempstead,40.73860,-73.59016
10643,Covanta Essex Company,40.73760,-74.12550
10646,Covanta Southeastern Connecticut Company,41.47567,-72.06876
10652,Burney Forest Products,40.87804,-121.70202
10671,AES Shady Point LLC,35.19306,-94.64583
10672,Cedar Bay Generating Company LP,30.42248,-81.60636
10673,AES Hawaii,21.30333,-158.10639
10678,AES Warrior Run Cogeneration Facility,39.59619,-78.74626
10682,Brush Generation Facility,40.24288,-103.63083
10686,Rapids Energy Center,47.23397,-93.53783
10725,Selkirk Cogen,42.57444,-73.85917
10726,Masspower,42.15759,-72.52255
10741,Clear Lake Cogeneration Ltd,29.62083,-95.06250
10743,Morgantown Energy Facility,39.64011,-79.96180
10745,Midland Cogeneration Venture,43.58778,-84.22278
10746,Covanta Delaware Valley,39.82598,-75.38881
10751,Camden Plant Holding LLC,39.91756,-75.11927
10761,Las Vegas Generating Station,36.23138,-115.12314
10764,Blue Lake Power LLC,40.87754,-123.99492
10765,Indeck Jonesboro Energy Center,44.67862,-67.54739
10766,Indeck West Enfield Energy Center,45.25343,-68.62778
10767,Rio Bravo Fresno,36.68860,-119.72321
10771,Hopewell Power Station,37.29783,-77.28353
10772,Rio Bravo Rocklin,38.83172,-121.31330
10773,Altavista Power Station,37.11874,-79.27343
10774,Southampton Power Station,36.65250,-76.99528
10777,HL Power,40.36842,-120.26499
10784,Colstrip Energy LP,45.88317,-106.61436
10805,Kenilworth Energy Facility,40.67739,-74.27394
10810,NTC/MCRD Energy Facility,32.73532,-117.20820
10811,Naval Station Energy Facility,32.67957,-117.12230
10812,North Island Energy Facility,32.69521,-117.14545
10819,Ada Cogeneration LP,42.95889,-85.49083
10822,Grayling Generating Station,44.59229,-84.69035
10836,Woodland Biomass Power Ltd,38.69084,-121.73714
10837,Covanta Mendota,36.75571,-120.36528
10838,Springfield Power LLC,43.44291,-72.05578
10839,DG Whitefield LLC,44.35829,-71.54520
10840,Covanta Delano Energy,35.71892,-119.23418
10869,Biomass One LP,42.43613,-122.85004
50002,Pittsfield Generating LP,42.45675,-73.21749
50071,Palm Beach Renewable Energy Facility 1,26.77357,-80.14196
50099,Tamarack Energy Partnership,44.95486,-116.38686
50109,Paris Energy Center,33.69689,-95.55774
50127,CCI Signal Hill LLC,33.86308,-98.58967
50201,Rabun Gap Cogen Facility,34.95475,-83.37888
50208,Pinetree Power,44.32745,-71.68016
50215,York County Resource Recovery,40.00168,-76.71801
50225,Regional Waste Systems,43.65544,-70.33489
50243,Bucksport Generation LLC,44.57380,-68.80460
50273,Pioneer Valley Resource Recovery,42.09085,-72.59051
50279,Archbald Power Station,41.48492,-75.54034
50290,SEMASS Resource Recovery,41.80220,-70.78750
50292,Bethpage Power Plant,40.74653,-73.49899
50293,Wadham Energy LP,39.10214,-122.11106
50385,Newark Bay Cogeneration Partnership LP,40.71972,-74.13000
50407,Mobile Energy Services LLC,30.73712,-88.04875
50449,Indeck Silver Springs Energy Center,42.65408,-78.07737
50450,Indeck Oswego Energy Center,43.45855,-76.53097
50451,Indeck Yerkes Energy Center,42.96716,-78.91809
50458,Indeck Corinth Energy Center,43.24935,-73.80934
50472,Covanta Niagara LP,43.08389,-79.00556
50497,Bayonne Plant Holding LLC,40.65540,-74.11222
50498,Capital District Energy Center,41.76403,-72.69230
50541,Harbor Cogen,33.78023,-118.24014
50555,Rosemary Power Station,36.45246,-77.66050
50558,Oklahoma Cogeneration Project,35.43270,-97.64106
50560,Pacific-Ultrapower Chinese Station,37.87454,-120.47726
50561,Eagle Point Power Generation,39.87508,-75.15837
50572,CSL Gas Recovery,26.28797,-80.16653
50611,Westwood Generation LLC,40.61905,-76.45064
50629,Covanta Lake County Energy,28.74030,-81.88935
50630,Covanta Marion Inc,45.04813,-122.96274
50632,Covanta Stanislaus Energy,37.38570,-121.14107
50648,Covanta Bristol Energy,41.64960,-72.91566
50650,ReEnergy Stratton LLC,45.14051,-70.42577
50657,Montgomery County Resource Recovery,39.20068,-77.45523
50658,Covanta Fairfax Energy,38.69577,-77.24112
50666,Pasco Cnty Solid Waste Resource Recovery,28.36998,-82.56022
50707,JM Shafer Generating Station,40.09861,-104.77361
50739,Pinetree Power Tamworth,43.83541,-71.19745
50744,Sterling Power Plant,43.08056,-75.60194
50748,Agnews Power Plant,37.41117,-121.92723
50770,Viking Energy of McBain,44.20409,-85.22070
50772,Viking Energy of Lincoln,44.68023,-83.41878
50774,Telogia Power,30.33494,-84.81821
50776,Panther Creek Energy Facility,40.85538,-75.87826
50799,Parlin Power Plant,40.46054,-74.32732
50815,Optim Energy Altura Cogen LLC,29.81264,-95.12064
50835,TES Filer City Station,44.21575,-86.28527
50837,Southeast Resource Recovery,33.75906,-118.24058
50850,OLS Energy Chino,33.98962,-117.68093
50851,CSUCI Site Authority,34.16211,-119.04788
50852,Elmwood Energy Holdings LLC,40.90461,-74.12977
50858,Hillsborough County Resource Recovery,27.95448,-82.34028
50859,Lancaster County Resource Recovery,40.07156,-76.64398
50873,Wheelabrator Concord Facility,43.28659,-71.57685
50875,McKay Bay Facility,27.94931,-82.42109
50876,Wheelabrator Norwalk Energy,33.92559,-118.06869
50877,Wheelabrator North Andover,42.72618,-71.12181
50878,Wheelabrator Millbury Facility,42.22115,-71.76798
50879,Wheelabrator Frackville Energy,40.78251,-76.17562
50880,Wheelabrator Saugus,42.44698,-70.98060
50881,Wheelabrator Shasta,40.42821,-122.27888
50882,Wheelabrator Westchester,41.27706,-73.94259
50883,Wheelabrator Bridgeport,41.16251,-73.20849
50884,Pinellas County Resource Recovery,27.87287,-82.67413
50885,Wheelabrator Gloucester LP,39.87333,-75.13806
50886,Spokane Waste to Energy,47.62622,-117.50371
50887,Wheelabrator South Broward,26.06870,-80.19860
50888,Northampton Generating Company LP,40.69167,-75.47917
50949,Hardee Power Station,27.63674,-81.96338
50951,Sunnyside Cogen Associates,39.54624,-110.39109
50966,Bellmeade Power Station,37.49628,-77.43200
50974,Scrubgrass Generating Company LP,41.26970,-79.81255
50976,Indiantown Cogeneration LP,27.03889,-80.51250
50978,Carr Street Generating Station,43.06126,-76.08243
51026,Ryegate Power Station,44.21305,-72.05701
51030,Ocean State Power,42.00963,-71.66813
52007,Mecklenburg Power Station,36.60011,-78.53014
52010,Lee County Solid Waste Energy,26.63189,-81.76099
52056,Nassau Energy Corp,40.73834,-73.59035
52071,Sandow No 5,30.56810,-97.06140
52088,Texas City Power Plant,29.37778,-94.94306
52118,Multitrade of Pittsylvania LP,37.10463,-79.27728
52176,C R Wing Cogen Plant,32.27222,-101.42222
54015,MM West Covina,34.03326,-117.90591
54033,Wheelabrator North Broward,26.28771,-80.15848
54034,Rensselaer Cogen,42.62529,-73.74997
54035,Roanoke Valley Energy Facility I,36.43639,-77.61667
54041,Lockport Energy Associates LP,43.16224,-78.74481
54056,Pawtucket Power Associates,41.86129,-71.40698
54076,Indeck Olean Energy Center,42.08557,-78.45448
54081,Spruance Genco LLC,37.45523,-77.43023
54114,Kennedy International Airport Cogen,40.64709,-73.78476
54131,Fortistar North Tonawanda,43.04825,-78.85353
54238,Stockton Biomass,37.94363,-121.33043
54271,Saguaro Power,36.04167,-115.01167
54304,Birchwood Power,38.26653,-77.31433
54324,Ocean State Power II,42.01043,-71.66922
54349,Nevada Cogen Associates 2 Black Mountain,36.22465,-114.87894
54350,Nevada Cogen Assoc#1 GarnetVly,36.34319,-114.92066
54365,Orange Cogeneration Facility,27.87048,-81.82479
54415,Cadillac Renewable Energy,44.26193,-85.43583
54424,Quantum Pasco Power LP,28.37517,-82.18883
54426,Mulberry Cogeneration Facility,27.84889,-81.87750
54466,Orlando Cogen LP,28.44222,-81.41295
54476,Sumas Power Plant,48.99034,-122.27355
54526,ReEnergy Lyonsdale Biomass,43.61771,-75.30570
54529,Wheelabrator Ridge Energy,28.02733,-81.84754
54537,Ferndale Generating Station,48.82879,-122.68650
54547,Sithe Independence Station,43.49616,-76.45159
54561,Jefferson Smurfit Santa Clara Mill,37.36799,-121.94367
54579,Rupert Cogen Project,42.60556,-113.68389
54586,Tanner Street Generation,42.63212,-71.31324
54592,Massena Energy Facility,44.95152,-74.89330
54593,Batavia Power Plant,42.98253,-78.15907
54626,Mt Poso Cogeneration,35.57641,-119.00632
54627,Okeelanta Cogeneration,26.57693,-80.74737
54634,St Nicholas Cogen Project,40.82230,-76.17334
54640,NAEA Lakewood LLC,40.06117,-74.16804
54646,Kalaeloa Cogen Plant,21.30135,-158.09637
54676,Oyster Creek Unit VIII,28.98000,-95.34250
54693,York Generation Company LLC,39.98436,-76.67801
54694,Yuma Cogeneration Associates,32.72883,-114.65379
54746,Wheelabrator Falls,40.16283,-74.76783
54749,Goal Line LP,33.11845,-117.09927
54751,Genesee Power Station LP,43.08506,-83.66958
54755,Roanoke Valley Energy Facility II,36.43500,-77.61780
54758,Wheelabrator Lisbon,41.58438,-72.04144
54761,Hermiston Generating Plant,45.80367,-119.36943
54785,Grays Ferry Cogeneration,39.94233,-75.18897
54805,Milford Power LP,42.12923,-71.51156
54817,Johnson County,32.39904,-97.40853
54832,Brandywine Power Facility,38.66822,-76.86764
54914,Brooklyn Navy Yard Cogeneration,40.69916,-73.97620
54915,Michigan Power LP,43.94022,-86.42402
54945,CT Resource Rec Authority Facility,41.74766,-72.65056
54974,Sauder Power Plant,41.51584,-84.29351
55010,LSP-Cottage Grove LP,44.79559,-92.91078
55011,LSP-Whitewater LP,42.85511,-88.72991
55040,Mid-Georgia Cogeneration Facility,32.48491,-83.60352
55041,Berkshire Power,42.04808,-72.64812
55042,Bridgeport Energy Project,41.17089,-73.18386
55043,Cherokee County Cogen,35.07202,-81.61354
55047,Pasadena Cogeneration,29.72333,-95.17694
55062,Tenaska Frontier Generation Station,30.59315,-95.91812
55063,Batesville Generation Facility,34.33425,-89.92674
55065,Mustang Station,32.97267,-102.74178
55068,Maine Independence Station,44.82369,-68.70995
55075,Pine Bluff Energy Center,34.21806,-91.90250
55076,Red Hills Generating Facility,33.37625,-89.21822
55079,Millennium Power,42.11244,-72.01516
55086,Gregory Power Facility,27.88806,-97.25722
55087,Zeeland Generating Station,42.82043,-85.99815
55088,Dearborn Industrial Generation,42.30534,-83.15930
55090,Plummer Cogen,47.32961,-116.89178
55096,Portside Energy,41.63167,-87.17278
55097,Lamar Power Project,33.63143,-95.58955
55098,Frontera Energy Center,26.20777,-98.39905
55100,"Rumford Power, Inc",44.53075,-70.52183
55103,Klamath Cogeneration Plant,42.17388,-121.81121
55104,Sabine Cogen,30.05476,-93.75286
55107,Rhode Island State Energy Center,41.80251,-71.51820
55123,Magic Valley Generating Station,26.34043,-98.19053
55124,Griffith Energy LLC,35.05375,-114.13373
55126,Milford Power Project,41.22387,-73.09960
55129,Desert Basin,32.90383,-111.78917
55131,Kendall County Generation Facility,41.48020,-88.25704
55132,Tenaska Gateway Generating Station,32.01760,-94.61961
55137,Rio Nogales Power Project,29.59334,-97.97339
55139,Wolf Hollow I LP,32.33369,-97.73162
55144,Hays Energy Project,29.78113,-97.98977
55146,Green Country Energy LLC,35.98331,-95.93428
55151,La Paloma Generating LLC,35.29524,-119.59290
55153,Guadalupe Generating Station,29.62293,-98.13923
55154,Lost Pines 1 Power Project,30.14732,-97.27045
55168,Bastrop Energy Center,30.14571,-97.54896
55170,Granite Ridge,42.90425,-71.42526
55172,Bosque County Peaking,31.85932,-97.35877
55173,Acadia Energy Center,30.42864,-92.41174
55176,Eastman Cogeneration Facility,32.44806,-94.69028
55177,South Point Energy Center,34.86782,-114.53232
55178,Dogwood Energy Facility,38.79369,-94.30084
55179,Rathdrum Power LLC,47.78607,-116.92126
55182,Sunrise Power LLC,35.21007,-119.58432
55183,Nelson Energy Center,41.77444,-89.60722
55187,Channelview Cogeneration Plant,29.82836,-95.12198
55188,Cordova Energy,41.71262,-90.27970
55193,Ontelaunee Energy Center,40.42195,-75.93568
55197,Caledonia,33.64692,-88.27199
55200,Arapahoe Combustion Turbine Project,39.66902,-105.00184
55206,Corpus Christi Energy Center,27.81389,-97.42833
55210,Afton Generating Station,32.11455,-106.84610
55215,Odessa Ector Generating Station,31.83895,-102.32615
55216,Morris Cogeneration LLC,41.41283,-88.33176
55217,Los Medanos Energy Center,38.02997,-121.87277
55218,Hinds Energy Facility,32.37874,-90.21980
55220,Attala,33.01419,-89.67510
55221,Harry L. Oswald,34.59140,-92.21621
55223,Ennis Power Company LLC,32.31985,-96.67504
55225,Oneta Energy Center,36.01105,-95.69716
55226,Freestone Energy Center,31.89071,-96.11149
55230,Jack County,33.10073,-97.95696
55231,Liberty Electric Power Plant,39.86213,-75.33554
55239,Red Oak Power LLC,40.44878,-74.34819
55241,Hog Bayou Energy Center,30.74836,-88.05714
55242,Santa Rosa Energy Center,30.56640,-87.11500
55259,Whiting Clean Energy,41.67389,-87.47750
55269,TVA Southaven Combined Cycle,34.99391,-90.03854
55270,Jackson Generating Station,42.24852,-84.37673
55271,Tenaska Lindsay Hill Generating Station,32.65279,-86.73871
55282,Arlington Valley Energy Facility,33.34151,-112.88910
55292,Decatur Energy Center,34.62935,-87.02048
55293,Morgan Energy Center,34.63972,-87.06389
55294,Westbrook Energy Center Power Plant,43.65769,-70.37693
55295,Blythe Energy Inc,33.61581,-114.68681
55297,New Covert Generating Facility,42.32242,-86.29349
55298,Fairless Energy Center,40.14723,-74.74098
55299,Channel Energy Center LLC,29.71889,-95.23194
55302,Wasatch Energy Systems Energy Recovery,41.11012,-111.95545
55306,Gila River Power Station,32.97528,-112.69432
55320,Wise County Power LLC,33.06038,-97.90995
55327,Baytown Energy Center,29.77306,-94.90194
55328,Hermiston Power Partnership,45.79370,-119.31361
55333,Delta Energy Center,38.01713,-121.84538
55334,Holland Energy Facility,39.22405,-88.75939
55337,TalenEnergy Ironwood LLC,40.35120,-76.36574
55340,Dell Power Station,35.86119,-90.02412
55343,Luna Energy Facility,32.29926,-107.78344
55350,Dresden Energy Facility,40.09280,-82.02760
55357,Brazos Valley Generating Facility,29.47268,-95.62266
55358,Cottonwood Energy Project,30.25830,-93.73550
55364,Sugar Creek Power,39.39264,-87.51189
55369,Hamakua Energy Plant,20.09393,-155.47036
55372,Harquahala Generating Project,33.47552,-113.11401
55380,Union Power Partners LP,33.29756,-92.58677
55382,Thomas A Smith Energy Facility,34.70926,-84.91833
55386,Columbia Energy Center (SC),33.87066,-81.01768
55393,Metcalf Energy Center,37.22052,-121.74594
55397,Washington Energy Facility,39.58009,-81.65640
55400,Elk Hills Power LLC,35.28047,-119.47006
55404,Carville Energy LLC,30.22944,-91.06500
55406,Effingham County Power Project,32.27749,-81.28485
55411,Hillabee Energy Center,33.00000,-85.90306
55412,Osprey Energy Center Power Plant,28.05278,-81.80817
55418,Hot Spring Generating Facility,34.29754,-92.86838
55439,Tenaska Virginia Generating Station,37.86667,-78.38039
55440,Tenaska Central Alabama Generating Stn,32.64993,-86.73872
55451,Magnolia Power Plant,34.83546,-89.20202
55455,Red Hawk,33.33420,-112.84104
55457,McClain Energy Facility,35.29791,-97.58977
55463,Redbud Power Plant,35.68594,-97.22544
55464,Deer Park Energy Center,29.71528,-95.13611
55467,Ouachita,32.70643,-92.06833
55480,Forney Energy Center,32.75622,-96.49109
55481,Mesquite Generating Station Block 2,33.33470,-112.84073
55482,Goldendale Generating Station,45.81080,-120.83346
55501,Kiamichi Energy Facility,34.68401,-95.93366
55502,Lawrenceburg Energy Facility,39.09062,-84.86740
55503,AEP Waterford Facility,39.53347,-81.71711
55516,Fayette Energy Facility,39.85928,-79.91804
55518,High Desert Power Plant,34.59518,-117.36402
55524,York Energy Center,39.73750,-76.30667
55545,Hidalgo Energy Center,26.34190,-98.17524
55620,Perryville Power Station,32.69094,-92.01823
55641,Riverside Energy Center,42.58276,-89.03578
55656,"Pastoria Energy Facility, LLC",34.95625,-118.84408
55661,Essential Power Newington LLC,43.10487,-70.80521
55664,Harrison County Power Project,32.39631,-94.43531
55667,Lower Mount Bethel Energy,40.80165,-75.10773
55690,Bethlehem Power Plant,40.61818,-75.31414
55694,Quantum Choctaw Power LLC,33.37967,-89.20927
55700,Mint Farm Generating Station,46.14000,-122.98516
55701,Fremont Energy Center,41.37712,-83.16139
55708,Nacogdoches Power,31.83213,-94.90064
55710,FirstEnergy Allegheny Energy Units 3 4 & 5,40.54534,-79.76825
55714,Magnet Cove,34.42989,-92.83208
55736,Hanging Rock Energy Facility,38.57316,-82.78382
55748,Los Esteros Critical Energy Center,37.42500,-121.93190
55749,Hardin Generator Project,45.76431,-107.59831
55801,FPL Energy Marcus Hook LP,39.80639,-75.42083
55818,Frederickson Power LP,47.08612,-122.36594
55821,Curtis H Stanton Energy Center,28.48766,-81.16699
55835,Rocky Mountain Energy Center,40.09041,-104.59548
55853,Inland Empire Energy Center,33.73877,-117.16966
55856,Prairie State Generating Station,38.27917,-89.66694
55927,Jasper,32.35937,-81.12403
55965,Wansley Combined Cycle,33.40617,-85.03686
55966,Nikiski Co-Generation,60.67654,-151.37771
55970,Cosumnes,38.33849,-121.12440
55977,Bluffview,36.71656,-108.21486
55985,Palomar Energy,33.11966,-117.11744
55990,Ashtabula,41.88911,-80.76403
56026,Donald Von Raesfeld Power Plant,37.37694,-121.95100
56031,Fox Energy Center,44.32068,-88.20877
56041,Malburg,33.99892,-118.22069
56046,Magnolia Power Project,34.17906,-118.31509
56068,Elm Road Generating Station,42.84976,-87.83310
56078,Walnut Energy Center,37.48775,-120.89551
56079,Riceland Foods Cogeneration Plant,34.51336,-91.53254
56104,Mankato Energy Center,44.19902,-94.00295
56119,Middlesex Generating Facility,40.49028,-74.31556
56150,McIntosh Combined Cycle Facility,32.34747,-81.18216
56164,Faribault Energy Park,44.33530,-93.28962
56177,Nebo Power Station,40.06149,-111.72941
56188,Pinelawn Power LLC,40.73649,-73.38829
56224,TS Power Plant,40.74729,-116.52987
56227,Port Westward,46.17904,-123.17205
56237,Lake Side Power Plant,40.33093,-111.75505
56259,Empire Generating Co  LLC,42.62529,-73.74879
56298,Roseville Energy Park,38.79286,-121.38239
56309,Trigen St. Louis,38.63575,-90.18109
56319,Wygen 2,44.29146,-105.38106
56349,Quail Run Energy Center,31.84180,-102.31525
56350,Colorado Bend Energy Center,29.28850,-96.06847
56356,Clearwater Power Plant,33.89193,-117.60930
56400,Treasure Coast Energy Center,27.38413,-80.37773
56407,West County Energy Center,26.69861,-80.37472
56456,Plum Point Energy Station,35.66331,-89.94620
56467,Russell City Energy Center,37.63466,-122.13381
56564,John W Turk Jr Power Plant,33.64972,-93.81194
56565,J Lamar Stall Unit,32.51945,-93.76066
56611,Sandy Creek Energy Station,31.47438,-96.95715
56616,Novo BioPower Plant,34.50509,-110.33538
56643,St Paul Cogeneration,44.94291,-93.09674
56671,Longview Power Plant,39.70789,-79.95897
56706,Ampersand Chowchilla Biomass LLC,37.10728,-120.24886
56707,El Nido Facility,37.18673,-120.49009
56786,Spiritwood Station,46.92642,-98.49971
56798,Kleen Energy Systems Project,41.55323,-72.59687
56806,Cedar Bayou 4,29.75026,-94.92585
56807,Bear Garden,37.69556,-78.28528
56847,Plainfield Renewable Energy LLC,41.66438,-71.92418
56848,Haverhill North Cogeneration Facility,38.60047,-82.82089
56931,Aspen Biomass Power Plant,31.36583,-94.74361
56963,West Deptford Energy Station,39.84140,-75.22140
56998,Pueblo Airport Generating Station,38.32083,-104.52639
57028,Langley Gulch Power Plant,43.90444,-116.81972
57037,Kemper County IGCC Project,32.65472,-88.76222
57119,Koda Biomass Plant,44.79622,-93.53771
57138,Savannah River Site Biomass Cogen,33.28333,-81.66667
57241,Gainesville Renewable Energy Center,29.76750,-82.39639
57349,Garrison Energy Center LLC,39.18720,-75.49940
57564,Algonquin Power Sanger LLC,36.68407,-119.55304
57703,Cheyenne Prairie Generating Station,41.12361,-104.72000
57822,"Middletown Coke Company, LLC",39.47222,-84.40139
57839,Woodbridge Energy Center,40.51500,-74.31889
57898,Palm Beach Renewable Energy Facility 2,26.77244,-80.14182
57909,Piedmont Green Power,33.04528,-84.12556
57978,Lodi Energy Center,38.08806,-121.38750
58001,Panda Temple Power Station,31.05583,-97.31722
58005,Panda Sherman Power Station,33.58257,-96.61789
58007,Brea Expansion Plant,33.93202,-117.84023
58054,Burgess BioPower,44.47194,-71.17528
58079,Newark Energy Center,40.70722,-74.12583
58124,Rothschild Biomass Cogen Facility,44.88778,-89.62972
58205,Grand Ave Plant,39.11194,-94.58111
58215,Lee Combined Cycle Plant,35.37361,-78.08944
58427,Lansing BWL REO Town Plant,42.71972,-84.55167
58472,Buena Vista Biomass Power,38.27778,-120.91361
58518,WSACC Power Generation Facility,35.32611,-80.54222
58557,Mesquite Generating Station Block 1,33.34500,-112.86417
58560,Halifax County Biomass,36.70139,-78.87333
58574,Eagle Valley Clean Energy LLC Biomass,39.64806,-106.94306
58595,Indeck Energy-Alexandria,43.56083,-71.78056
58697,L V Sutton Combined Cycle,34.28306,-77.98528
58706,Allendale Biomass,32.99500,-81.28194
58707,Dorchester Biomass,33.23861,-80.45028
58944,Woodville Renewable Power Project,30.74833,-94.43750
59254,Johnston LFG Turbine Plant,41.80333,-71.52333
59338,Sundevil Power Holdings - Gila River,32.97500,-112.69444
59784,Gila River Power Block 3,32.97500,-112.69440
60100,Dinuba Energy,36.57149,-119.41918
